recno,seq,reference,onlink
46,2,"Jordan, J.G., 1991, The Bluestar and Genesis gold deposits, in Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin: Geological Society of Nevada, Field Trip Guidebook Compendium, v. 2, p. 859–861.",
46,1,"Drews-Armitage, S.P., Romberger, S.B., and Whitney, C.G., 1996, Clay alteration and gold deposition in the Genesis and Blue Star deposits, Eureka County, Nevada: Economic Geology, v. 91, p. 1383–1393.",
46,3,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
46,4,"Nevada Bureau of Mines and Geology, 2011, The Nevada mineral industry, 2010: Nevada Bureau of Mines and Geology Special Publication MI-2010, 151 p.",
46,5,"Newmont Mining Corp., 2011, Annual Report 2010: 188 p., last accessed May 2, 2012, at http://www.newmont.com/10ar/pdfs/Newmont _10AR.pdf.","http://www.newmont.com/10ar/pdfs/Newmont"
46,6,"Newmont, 2012, Reserves and non-reserve mineralization: Annual Report of December 31, 2011, 8 p., last accessed May 8, 2012, at http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF.","http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF"
46,7,"Ressel, M.W., and Henry, C.D., 2006, Igneous geology of the Carlin Trend, Nevada—Development of the Eocene plutonic complex and significance for Carlin-type gold deposits: Economic Geologist, v. 101, p. 347–383.",
46,8,"Ressel, M.W., Noble, D.C., Henry, C.D., and Trudel, W., 2000, Dike-hosted ores of the Beast deposit and the importance of Eocene magmatism in gold mineralization of the Carlin Trend, Nevada: Economic Geology, v. 95, p. 1417–1444.",
46,9,"Schutz, L., and Williams, C., 1996, Gold mineralization in the Blue Star/Genesis mine, Eureka County, Nevada, in Green, S.M., and Struhsacker, E., eds., Geology and ore deposits of the American Cordillera: Geological Society of Nevada, Field Trip Guidebook Compendium, p. 167–175.",
46,10,"Williams, C.L., 1997, Blue Star subdistrict zoned alteration mineralogy and gold mineralization, Eureka County, Nevada, in Vikre, P., Thompson, T.B., Bettles, K., Christensen, O., and Parratt, R., eds., Carlin-type gold deposits field conference: Society of Economic Geologists Guidebook Series, v. 28, p. 227–238.",
47,3,"Muntean, J.L., Coward, M.P., and Tarnocai, C.A., 2007, Reactivated Palaeozoic normal faults—Controls on the formation of Carlin-type gold deposits in north-central Nevada, in Ries, A.C., Butler, R.W.H., and Graham, R.H., eds., Deformation of the continental crust—The legacy of Mike Coward: London, Geological Society Special Publications 272, p. 571–587.",
47,4,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
47,5,"Nuckolls, H., 1984, Bootstrap disseminated gold deposit, Nevada—Spatial distribution of alteration and its relationship to gold mineralization (Abstract): Geological Society of America 97th Meeting, Abstracts with Programs, v. 16, no. 6, p. 611.",
47,6,"Theodore, T.G., Moring, B.C., Chadwick, T., Dobak, P.J., Cluer, J.K., and Fleck, R.J., 2006, Geologic map of the Santa Renia Fields Quadrangle, Elko and Eureka counties, Nevada: Nevada Bureau of Mines and Geology, Map 155, 1:24,000 scale.",
47,1,"Baker, E.D., 1991, Geology and ore deposits of the Bootstrap subdistrict, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, symposium proceedings: Reno, Geological Society of Nevada, p. 619–623.",
47,2,"Baker, E.D., and Ahirichs, J.W., 1990, Geology and mineralogy of the Bootstrap-Capstone gold deposits, Elko County, Nevada, in Hausen, D.M., ed., Gold ‘90—Proceedings of the symposium: Littleton, Colorado, Society for Mining, Metallurgy and Exploration, p. 33–40.",
48,5,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
48,7,"Peters, S.G., Armstrong, A.K., Harris, A.G., Oscarson, R.J., and Noble, P.J., 2003, Biostratigraphy and structure of Paleozoic host rocks and their relations to Carlin-type Au deposits in the Jerritt Canyon mining district, Nevada: Economic Geology, v. 98, no. 2, p. 317–337.",
48,8,"Phinisey, J.D., Hofstra, A.H., Snee, L.W., Roberts, T.T., Dahl, A.R., and Loranger, R.J., 1996, Evidence for multiple episodes of igneous and hydrothermal activity and constraints on the timing of gold mineralization, Jerritt Canyon district, Elko County, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium 1995 Proceedings, p. 15–39.",
48,10,"Yukon-Nevada Gold Corp., 2011, Reserves and resources summary, Jerritt Canyon: June 28, 2011, NI 43-101 Report, 5 p., last accessed October 24, 2011, at http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources.","http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources"
48,9,"Yukon-Nevada Gold Corp., 2008, Form 6-K; Report of foreign private issuer, 13 p., last accessed January 26, 2011, at http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77.","http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77"
48,6,"Nevada Bureau of Mines and Geology, 2004, The Nevada mineral industry, 2004: Nevada Bureau of Mines and Geology Special Publication MI-2004, 84 p.",
48,1,"Daly, W.E., Doe, T.C., and Loranger, R.J., 1991, Geology of the Northern Independence Mountains, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 583–602.",
48,2,"Geoprime Minerals, 2010, Murray mine: Press Release, 5 p., last accessed January 27, 2011, at http://www.geoprime.com/MurrayMine/index.htm.","http://www.geoprime.com/MurrayMine/index.htm"
48,3,"Hofstra, A.H., Snee, L.W., Rye, R.O., Folger, H.W., Phinisey, J.D., Loranger, R.J., Dahl, A.R., Naeser, C.W., Stein, H.J., and Lewchuk, M., 1999, Age constraints on Jerritt Canyon and other gold deposits in the western United States—Relationship to Mid-Tertiary extension and magmatism: Economic Geology, v. 94, no. 6, p. 769–802.",
48,4,"Mosier, D.L., Singer, D.A., Bagby, W.C., and Menzie, W.D., 1986, Grade and tonnage model of sediment-hosted Au: U.S. Geological Survey Bulletin 1693, comments, plots and basic data, 4 p., last accessed February 9, 2011, at http://pubs.usgs.gov/bul/b1693/html/bull6bzp.htm.","http://pubs.usgs.gov/bul/b1693/html/bull6bzp.htm"
49,5,"Yigit, O., Hofstra, A.H., Hitzman, M.W., and Nelson, E.P., 2006, Geology and geochemistry of jasperoids from the Gold Bar district, Nevada: Mineralium Deposita, v. 41, p. 527–547.",
49,1,"Cope, E.L., and Arbonies, D.G., 1998, Gold Bar district history/summary, in Margolis, J., ed., Sediment-hosted gold deposits of the Eureka (Ruby Hill mine) and Gold Bar districts, east-central Nevada: Geological Society of Nevada Spring Field Trip Guidebook, Special Publication 27, p. 143–162.",
49,2,"French, G.McN., Fenne, F.K., Maus, D.A., Rennebaum, T.D., and Jennings, T.A., 1996, Geology and mineralization of the Gold Bar district, southern Roberts Mountains, Eureka County, Nevada, in Green, S.M., and Struhsacker, E., eds., Geology and ore deposits of the American Cordillera, 1995: Reno, Geological Society of Nevada, Field Trip Guidebook Compendium, p. 309–315.",
49,3,"US Gold Corporation, 2009, NI 43-101 technical report for the Gold Pick project, expended to include the cabin Creek and Hunter resources, Eureka County, Nevada: Telesto Nevada Inc. Technical Report of May 5, 2009, prepared for US Gold Corp., 164 p., last accessed June 17, 2011, at http://www.usgold.com/resource/goldbar_technical_report_43101.pdf.","http://www.usgold.com/resource/goldbar_technical_report_43101.pdf"
49,4,"US Gold Corporation, 2011, US Gold announces positive preliminary feasibility study for Gold Bar Project, Nevada: Northern Miner, Press Release of November 28, 2011.",
50,1,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
50,2,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
50,3,"Wilton, T., 2004, A commentary on the structural setting at Jerritt Canyon, Nevada, and its relationship to high-grade, sediment-hosted gold deposits in the district, in Brown, H.G., ed., Gold deposits of the Independence Mountains, Elko Co., Nevada: Geological Society of Nevada Special Publication No. 39, p. 73–88.",
50,4,"Yukon-Nevada Gold Corp., 2008, Form 6-K; Report of foreign private issuer, 13 p., last accessed January 26, 2011, at http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77.","http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77"
50,5,"Yukon-Nevada Gold Corp., 2011, Reserves and resources summary, Jerritt Canyon: June 28, 2011, NI 43-101 Report, 5 p., last accessed October 24, 2011, at http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources.","http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources"
51,5,"Dickson, F.W., Radtke, A.S., and Peterson, J.A., 1979, Ellisite, Tl3AsS3, a new mineral from the Carlin gold deposit, Nevada, and associated sulfide and sulfosalt minerals: American Mineralogist, v. 64, no. 7-8, p. 701–707.",
51,6,"Hausen, D.M., and Kerr, P.F., 1968, Fine gold occurrence at Carlin, Nevada, in Ridge, J.D., ed., Ore deposits of the United States, 1933 1967 (Graton-Sales volume): New York, American Institute of Mining, Metallurgy and Petroleum Engineers, p. 908–940.",
51,7,"Jory, J., 2002, Stratigraphy and host rock controls of gold deposits of the northern Carlin Trend, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 20–34.",
51,8,"Kuehn, C.A., and Rose, A.W., 1992, Geology and geochemistry of wall-rock alteration at the Carlin gold deposit: Economic Geology, v. 87, no. 7, p. 1697–1721.",
51,9,"Lewis, P.R., 1991, Carlin mine geology, in Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin: Reno, Geological Society of Nevada, Field Trip Guidebook Compendium, v. 2, p. 854–858.",
51,10,"Myers, L.A., 1993, Geology and mineralization at the Carlin mine, Eureka County, Nevada, in Christensen, O.D., ed., Gold deposits of the Carlin Trend, Nevada: Society of Economic Geologists Guidebook Series, v. 18, p. 27–35.",
51,11,"Nevada Bureau of Mines and Geology, 1989, The Nevada mineral industry, 1989: Nevada Bureau of Mines and Geology Special Publication MI-1989, 55 p.",
51,12,"Nevada Bureau of Mines and Geology, 2011, The Nevada mineral industry, 2010: Nevada Bureau of Mines and Geology Special Publication MI-2010, 151 p.",
51,13,"Newmont Mining Corp., 2011, Annual Report 2010: 188 p., last accessed May 2, 2012, at http://www.newmont.com/10ar/pdfs/Newmont _10AR.pdf.","http://www.newmont.com/10ar/pdfs/Newmont"
51,14,"Newmont, 2012, Reserves and non-reserve mineralization: Annual Report of December 31, 2011, 8 p., last accessed May 8, 2012, at http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF.","http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF"
51,16,"Teal, L., and Jackson, M., 1997, Geologic overview of the Carlin Trend gold deposits and descriptions of recent deep discoveries: SEG Newsletter, no. 31, Oct. 1997, p. 11, 13–25.",
51,15,"Radtke, A.S., 1985, Geology of the Carlin gold deposit, Nevada: U.S. Geological Survey Professional Paper 1267, 124 p.",
51,1,"Arehart, G. B., 1996, Characteristics and origin of sedimentary rock-hosted gold deposits—A review: Ore Geology Reviews, v. 11, p. 383–403.",
51,2,"Bakken, B.M., and Einaudi, M.T., 1986, Spatial and temporal relations between wall rock alteration and gold mineralization, Main pit, Carlin gold mine, Nevada, U.S.A., in Macdonald, A.J., ed., Gold ’86: Toronto, p. 388–403.",
51,3,"Baker, E.D., 1987, Gold mineralization wall-rock alteration, and the geochemical evolution of the hydrothermal system in the main orebody, Carlin mine, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, symposium proceedings: Reno, Geological Society of Nevada, p. 233–234.",
51,4,"Chakurian, A.M., Arehardt, G.B., Donelick, R.A., Zhang, X., and Reiners, P.W., 2003, Timing constraints of gold mineralization along the Carlin Trend utilizing apatite fission-track, 40Ar/39Ar, and apatite (U-Th)/He methods: Economic Geology, v. 98, p. 1159–1171.",
52,7,"Nutt, C.J., Hofstra, A.H., Hart, K.S., and Mortensen, J.K., 2000, Structural setting and genesis of gold deposits in the Bald Mountain-Alligator Ridge area, east-central Nevada, in Cluer, J.K., Price, J.G., Struhsacker, E.M., Hardyman, R.F., and Morris, C.L., eds., Geology and ore deposits 2000—The Great Basin and beyond: Reno, Geological Society of Nevada Symposium Proceedings, p. 513–537.",
52,1,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
52,2,"Cox, J.W., and Lamborn, J.C., 1991, Geology and mineralization of the Casino deposit, White Pine County, Nevada, in Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin, Field Trip Guidebook Compendium, v. 1: Reno, Geological Society of Nevada, p. 113–115.",
52,3,"Hammond, K.J., and Evans, J.P., 2003, Geochemistry, mineralization, structure, and permeability of a normal-fault zone, Casino mine, Alligator Ridge district, north-central Nevada: Journal of Structural Geology, v. 25,",
52,4,"p. 717–736.",
52,5,"Hitchborn, A.D, Arbonies, D.G., Peters, S.G., Noble, D.C., Larson, L.T., Beebe, J.S., and McKee, E.H., 1996, Geology and gold deposits of the Bald Mountain mining district, White Pine County, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium 1995 Proceedings, p. 505–546.",
52,6,"Ilchik, R.P., 1990, Geology of the Vantage gold deposits, Alligator Ridge-Bald Mountain mining district, Nevada: Economic Geology, v. 85, no. 1, p. 50–75.",
52,8,"Nutt, C.J., and Hart, K.S., 2004, Geologic map of the Big Bald Mountain quadrangle and part of the Tognini Spring quadrangle, White Pine County, Nevada: Reno, Nevada Bureau of Mines and Geology, Map 145.",
52,9,"Nutt, C.J., and Hofstra, A.H., 2007, Bald Mountain gold mining district, Nevada—A Jurassic reduced intrusion-related gold system: Economic geology, v. 102, p. 1129–1155.",
53,2,"Maher, B.J., 1997, Mississippian sedimentary rock-hosted gold deposits of the eastern Great Basin—Relative importance of stratigraphic and structural ore controls, in Vikre, P., Thompson, T.B., Bettles, K., Christensen, O., and Paratt, R., eds., Carlin-type gold deposits, field conference: Society of Economic Geologists Guidebook Series, v. 28, p. 171–182.",
53,3,"Maher, B.J., Browne, Q.J., and McKee, E.H., 1993, Constraints on the age of gold mineralization and metallogenesis in the Battle Mountain-Eureka mineral belt, Nevada: Economic Geology, v. 88, p. 469–478.",
53,4,"Vikre, P.G., and Maher, B.J., 1996, A Carlin-type gold deposit at Chert Cliff, Eureka County, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium 1995 Proceedings, p. 123–157.",
53,1,"Columbus Gold Corp., 2011, Chert Cliff property: Press Release of May 4, 2011, 1 p., last accessed May 13, 2011, at http://www.columbusgoldcorp.com/s/ChertCliff.asp.","http://www.columbusgoldcorp.com/s/ChertCliff.asp"
